"OrderNumber";"OrderDate";"Customer Name Index";"Channel";"Currency Code";"Warehouse Code";"Delivery Region Index";"Product Description Index";"Order Quantity";"Unit Price";"Line Total";"Total Unit Cost"
"SO - 0004007";"2021-01-06";54;"Wholesale";"USD";"AXW291";927;21;11;1011.7;11128.7;586.786
"SO - 0005147";"2021-01-06";34;"Export";"USD";"AXW291";515;19;6;1065.3;6391.799999999999;777.669
"SO - 0007099";"2021-01-06";130;"Distributor";"USD";"AXW291";329;2;7;3899.4;27295.8;1598.754
"SO - 0008693";"2021-01-06";119;"Wholesale";"USD";"FLR025";865;10;9;6050.1;54450.9;3025.05
"SO - 000343";"2021-01-06";70;"Wholesale";"USD";"AXW291";258;25;11;6391.8;70309.8;4793.85
"SO - 0003171";"2021-01-06";95;"Distributor";"USD";"NXH382";259;6;11;3966.4;43630.4;2816.144
"SO - 0004230";"2021-01-06";117;"Export";"USD";"AXW291";178;2;12;1889.4;22672.800000000003;888.018
"SO - 0007706";"2021-01-06";51;"Export";"USD";"NXH382";346;21;6;864.3000000000001;5185.8;579.0810000000001
"SO - 0008142";"2021-01-06";155;"Distributor";"USD";"AXW291";3;2;11;850.9;9359.9;697.7379999999999
"SO - 0009260";"2021-01-06";63;"Distributor";"USD";"AXW291";739;13;9;1092.1;9828.9;709.8650000000001
"SO - 0008352";"2021-01-06";48;"Wholesale";"USD";"AXW291";837;25;10;3872.6;38726.0;2517.19
"SO - 000365";"2021-01-06";29;"Distributor";"USD";"NXH382";278;25;5;1018.4;5092.0;753.616
"SO - 0001448";"2021-01-06";52;"Wholesale";"USD";"AXW291";700;19;8;4020.0;32160.0;3015.0
"SO - 0004174";"2021-01-06";63;"Wholesale";"USD";"NXH382";403;23;10;2378.5;23785.0;1879.015
"SO - 0006803";"2021-01-06";106;"Wholesale";"USD";"GUT930";808;18;7;1943.0;13601.0;835.49
"SO - 0007951";"2021-01-06";123;"Distributor";"USD";"NXH382";739;3;7;167.5;1172.5;135.675
"SO - 0010640";"2021-01-06";42;"Export";"USD";"AXW291";436;17;8;1695.1;13560.8;983.158
"SO - 000704";"2021-01-06";15;"Wholesale";"USD";"AXW291";78;1;11;6184.1;68025.1;4638.075000000001
"SO - 0001873";"2021-01-06";74;"Distributor";"USD";"AXW291";409;15;6;1072.0;6432.0;707.52
"SO - 0003789";"2021-01-06";6;"Wholesale";"USD";"AXW291";338;13;8;268.0;2144.0;166.16
"SO - 0006831";"2021-01-06";170;"Wholesale";"USD";"GUT930";708;26;5;1105.5;5527.5;563.8050000000001
"SO - 0008691";"2021-01-06";161;"Wholesale";"USD";"AXW291";311;25;11;683.4;7517.4;314.364
"SO - 0010027";"2021-01-06";132;"Distributor";"USD";"GUT930";795;15;8;3852.5;30820.0;2311.5
"SO - 0001657";"2021-01-06";24;"Wholesale";"USD";"NXH382";151;3;11;3041.8;33459.8;1551.3180000000002
"SO - 0002634";"2021-01-06";149;"Wholesale";"USD";"AXW291";591;3;7;1125.6;7879.200000000001;585.3120000000001
"SO - 0003823";"2021-01-06";16;"Distributor";"USD";"NXH382";952;4;5;737.0;3685.0;346.39
"SO - 0003867";"2021-01-06";25;"Wholesale";"USD";"GUT930";242;28;11;5313.1;58444.100000000006;2125.24
"SO - 0004712";"2021-01-06";76;"Wholesale";"USD";"NXH382";936;5;11;6277.900000000001;69056.90000000001;3892.298
"SO - 0004724";"2021-01-06";16;"Wholesale";"USD";"AXW291";114;5;7;2572.8;18009.600000000002;1132.0320000000002
"SO - 0005638";"2021-01-06";54;"Distributor";"USD";"FLR025";980;14;5;2613.0;13065.0;1045.2
"SO - 0006294";"2021-01-06";94;"Wholesale";"USD";"NXH382";630;26;6;1943.0;11658.0;1165.8
"SO - 0006475";"2021-01-06";113;"Distributor";"USD";"NXH382";596;23;7;1259.6;8817.2;617.2040000000001
"SO - 0007567";"2021-01-06";55;"Wholesale";"USD";"AXW291";899;9;5;1105.5;5527.5;729.63
"SO - 0009678";"2021-01-06";52;"Distributor";"USD";"AXW291";572;3;11;5159.0;56749.0;2785.86
"SO - 0010516";"2021-01-06";109;"Wholesale";"USD";"NXH382";244;19;6;3926.2;23557.2;2316.458
"SO - 0009396";"2021-01-06";63;"Distributor";"USD";"AXW291";856;12;10;850.9;8509.0;340.36
"SO - 000159";"2021-01-06";125;"Wholesale";"USD";"AXW291";75;14;12;857.6;10291.2;686.08
"SO - 000801";"2021-01-06";92;"Wholesale";"USD";"AXW291";437;26;5;1065.3;5326.5;671.139
"SO - 0001024";"2021-01-06";121;"Wholesale";"USD";"AXW291";757;22;12;3530.9;42370.8;2577.557
"SO - 0001978";"2021-01-06";30;"Distributor";"USD";"NXH382";245;23;12;3986.5;47838.0;2670.9550000000004
"SO - 0003609";"2021-01-06";122;"Distributor";"USD";"AXW291";377;15;8;1963.1;15704.8;1197.491
"SO - 0004511";"2021-01-06";17;"Distributor";"USD";"AXW291";396;28;10;1239.5;12395.0;942.02
"SO - 0005449";"2021-01-06";131;"Wholesale";"USD";"AXW291";524;20;6;3979.8;23878.800000000003;1790.91
"SO - 0005614";"2021-01-06";42;"Export";"USD";"AXW291";270;7;7;2338.3;16368.100000000002;1028.852
"SO - 0010750";"2021-01-06";161;"Distributor";"USD";"AXW291";579;15;10;1139.0;11390.0;455.6
"SO - 0008720";"2021-01-06";99;"Wholesale";"USD";"GUT930";209;25;6;268.0;1608.0;209.04
"SO - 0010148";"2021-01-06";14;"Export";"USD";"AXW291";79;25;6;1005.0;6030.0;502.5
"SO - 000513";"2021-01-07";26;"Distributor";"USD";"AXW291";891;25;11;3946.3;43409.3;2012.613
"SO - 0003588";"2021-01-07";142;"Export";"USD";"AXW291";111;26;7;214.4;1500.8;137.216
"SO - 0005064";"2021-01-07";167;"Distributor";"USD";"AXW291";650;28;8;2626.4;21011.2;1365.728
"SO - 0005739";"2021-01-07";79;"Wholesale";"USD";"AXW291";896;13;5;1132.3;5661.5;600.119
"SO - 0010273";"2021-01-07";159;"Wholesale";"USD";"AXW291";231;2;6;2418.7000000000003;14512.2;1910.7730000000004
"SO - 0010205";"2021-01-07";134;"Export";"USD";"FLR025";946;25;8;897.8000000000001;7182.400000000001;763.13
"SO - 0009690";"2021-01-07";172;"Export";"USD";"AXW291";842;13;11;871.0;9581.0;418.08
"SO - 0009887";"2021-01-07";157;"Wholesale";"USD";"AXW291";440;4;10;737.0;7370.0;449.57
"SO - 0008915";"2021-01-07";73;"Wholesale";"USD";"AXW291";490;8;8;2291.4;18331.2;1260.2700000000002
"SO - 0007055";"2021-01-07";53;"Wholesale";"USD";"AXW291";766;13;6;3691.7;22150.2;2178.103
"SO - 0010017";"2021-01-07";175;"Distributor";"USD";"GUT930";831;7;12;1246.2;14954.4;834.9540000000001
"SO - 0009046";"2021-01-07";53;"Wholesale";"USD";"NXH382";381;14;12;214.4;2572.8;150.07999999999998
"SO - 0009328";"2021-01-07";140;"Export";"USD";"FLR025";195;26;5;6009.900000000001;30049.500000000004;3726.138
"SO - 0003024";"2021-01-07";69;"Wholesale";"USD";"AXW291";325;18;7;214.4;1500.8;147.93599999999998
"SO - 0003664";"2021-01-07";141;"Wholesale";"USD";"GUT930";412;9;6;247.9;1487.4;138.824
"SO - 0003697";"2021-01-07";143;"Wholesale";"USD";"AXW291";152;26;7;2532.6;17728.2;1874.124
"SO - 0010476";"2021-01-07";125;"Wholesale";"USD";"FLR025";617;16;7;3618.0;25326.0;2026.08
"SO - 0009256";"2021-01-07";9;"Export";"USD";"AXW291";99;20;7;1916.2;13413.4;1092.234
"SO - 0001704";"2021-01-07";130;"Distributor";"USD";"AXW291";205;25;5;207.7;1038.5;145.39
"SO - 0009606";"2021-01-07";40;"Wholesale";"USD";"AXW291";690;15;11;2907.8;31985.800000000003;1570.2120000000002
"SO - 0009629";"2021-01-07";75;"Wholesale";"USD";"GUT930";502;22;9;1051.9;9467.1;831.0010000000001
"SO - 0003054";"2021-01-07";100;"Distributor";"USD";"NXH382";183;14;11;2318.2000000000003;25500.200000000004;1182.2820000000002
"SO - 0003456";"2021-01-07";159;"Wholesale";"USD";"GUT930";987;25;6;3926.2;23557.2;2905.3880000000004
"SO - 0003916";"2021-01-07";73;"Wholesale";"USD";"GUT930";470;21;8;2432.1;19456.8;1897.038
"SO - 0003926";"2021-01-07";150;"Wholesale";"USD";"NXH382";4;26;11;3993.2;43925.2;1836.8720000000003
"SO - 0004794";"2021-01-07";16;"Wholesale";"USD";"NXH382";424;5;9;3892.7;35034.3;2841.6710000000003
"SO - 0007055";"2021-01-07";53;"Wholesale";"USD";"AXW291";288;13;6;3691.7;22150.2;2178.103
"SO - 0009947";"2021-01-07";166;"Wholesale";"USD";"AXW291";749;13;8;5326.5;42612.0;2929.5750000000003
"SO - 0008765";"2021-01-07";162;"Wholesale";"USD";"AXW291";887;7;6;2485.7000000000003;14914.2;1889.1320000000003
"SO - 0009027";"2021-01-07";79;"Export";"USD";"AXW291";818;15;11;1782.2;19604.2;1514.87
"SO - 0002723";"2021-01-07";132;"Distributor";"USD";"GUT930";177;6;11;3490.7000000000003;38397.7;1396.2800000000002
"SO - 0003216";"2021-01-07";83;"Export";"USD";"AXW291";109;26;7;221.1;1547.7;119.394
"SO - 0003603";"2021-01-07";37;"Wholesale";"USD";"NXH382";11;10;9;964.8;8683.2;501.696
"SO - 0004614";"2021-01-07";147;"Wholesale";"USD";"NXH382";151;14;12;187.6;2251.2;150.08
"SO - 0005831";"2021-01-07";35;"Export";"USD";"NXH382";376;2;5;268.0;1340.0;176.88
"SO - 0007916";"2021-01-07";99;"Wholesale";"USD";"GUT930";188;26;5;180.9;904.5;110.349
"SO - 0008484";"2021-01-07";20;"Wholesale";"USD";"GUT930";975;22;7;703.5;4924.5;457.275
"SO - 0001627";"2021-01-08";84;"Distributor";"USD";"AXW291";868;16;10;3959.7;39597.0;3009.3720000000003
"SO - 0003949";"2021-01-08";46;"Wholesale";"USD";"AXW291";579;25;6;3088.7000000000003;18532.2;2069.429
"SO - 0003973";"2021-01-08";9;"Wholesale";"USD";"AXW291";726;14;7;6170.7;43194.9;4998.267
"SO - 0004731";"2021-01-08";143;"Distributor";"USD";"AXW291";145;25;6;2532.6;15195.6;1696.842
"SO - 0006514";"2021-01-08";12;"Wholesale";"USD";"AXW291";257;2;10;1078.7;10787.0;431.48
"SO - 0009692";"2021-01-08";129;"Distributor";"USD";"FLR025";29;25;5;1132.3;5661.5;781.2869999999999
"SO - 0002965";"2021-01-08";146;"Wholesale";"USD";"GUT930";824;18;6;167.5;1005.0;110.55
"SO - 0008267";"2021-01-08";51;"Wholesale";"USD";"NXH382";780;23;5;1098.8;5494.0;901.016
"SO - 0006482";"2021-01-08";109;"Wholesale";"USD";"AXW291";788;4;8;3892.7;31141.6;1634.934
"SO - 0007247";"2021-01-08";167;"Wholesale";"USD";"GUT930";332;13;12;3852.5;46230.0;2195.925
"SO - 0007702";"2021-01-08";175;"Wholesale";"USD";"FLR025";449;25;11;2619.7000000000003;28816.700000000004;1414.638
"SO - 0002206";"2021-01-08";81;"Wholesale";"USD";"AXW291";553;16;8;174.20000000000002;1393.6;109.746
"SO - 0006356";"2021-01-08";121;"Distributor";"USD";"AXW291";800;21;7;2539.3;17775.100000000002;1244.257
"SO - 0008207";"2021-01-08";109;"Wholesale";"USD";"GUT930";562;25;6;3859.2;23155.2;1852.416
"SO - 000783";"2021-01-08";73;"Wholesale";"USD";"AXW291";203;25;11;3865.9;42524.9;3092.7200000000003
"SO - 0004852";"2021-01-08";152;"Distributor";"USD";"NXH382";207;1;10;1681.7;16817.0;1378.994
"SO - 0005707";"2021-01-08";64;"Wholesale";"USD";"AXW291";363;3;6;5165.7;30994.2;2737.821
"SO - 0006143";"2021-01-08";5;"Distributor";"USD";"AXW291";571;25;6;3390.2000000000003;20341.2;1966.316
"SO - 0001155";"2021-01-08";32;"Wholesale";"USD";"AXW291";343;18;9;1038.5;9346.5;643.87
"SO - 0002093";"2021-01-08";139;"Export";"USD";"AXW291";526;18;9;6391.8;57526.2;3323.7360000000003
"SO - 0004127";"2021-01-08";39;"Export";"USD";"AXW291";424;15;12;3953.0;47436.0;3043.81
"SO - 0004969";"2021-01-08";15;"Wholesale";"USD";"AXW291";571;1;10;1045.2;10452.0;480.792
"SO - 0007882";"2021-01-08";7;"Distributor";"USD";"AXW291";50;25;6;931.3;5587.8;791.605
"SO - 0007920";"2021-01-08";156;"Export";"USD";"FLR025";545;30;12;2412.0;28944.0;1640.16
"SO - 0010154";"2021-01-08";5;"Distributor";"USD";"FLR025";206;25;9;2485.7000000000003;22371.300000000003;1267.707
"SO - 0010602";"2021-01-08";65;"Distributor";"USD";"FLR025";958;15;6;2592.9;15557.4;2100.2490000000003
"SO - 0002047";"2021-01-09";174;"Wholesale";"USD";"AXW291";929;10;9;1775.5;15979.5;994.28
"SO - 0005824";"2021-01-09";112;"Wholesale";"USD";"AXW291";988;22;6;1112.2;6673.200000000001;778.54
"SO - 0006820";"2021-01-09";117;"Wholesale";"USD";"AXW291";836;25;7;1145.7;8019.900000000001;515.565
"SO - 0007183";"2021-01-09";144;"Distributor";"USD";"AXW291";408;13;9;268.0;2412.0;222.44
"SO - 0007187";"2021-01-09";4;"Wholesale";"USD";"AXW291";802;7;11;1031.8;11349.8;588.126
"SO - 0009579";"2021-01-09";82;"Wholesale";"USD";"GUT930";985;23;6;1025.1;6150.6;635.5620000000001
"SO - 0009545";"2021-01-09";39;"Wholesale";"USD";"NXH382";258;30;5;3839.1;19195.5;2956.107
"SO - 0010539";"2021-01-09";74;"Wholesale";"USD";"NXH382";174;4;8;891.1;7128.8;623.77
"SO - 0008823";"2021-01-09";156;"Distributor";"USD";"AXW291";692;15;5;1058.6;5293.000000000001;783.3640000000001
"SO - 000387";"2021-01-09";11;"Wholesale";"USD";"GUT930";17;8;5;938.0;4690.0;572.18
"SO - 0005517";"2021-01-09";116;"Distributor";"USD";"AXW291";338;17;12;1058.6;12703.2;635.1600000000001
"SO - 000198";"2021-01-09";19;"Export";"USD";"FLR025";690;30;11;2472.3;27195.300000000003;1433.934
"SO - 0003143";"2021-01-09";37;"Export";"USD";"AXW291";110;26;5;174.20000000000002;871.0000000000001;118.45600000000002
"SO - 0005823";"2021-01-09";36;"Wholesale";"USD";"GUT930";110;11;12;958.1;11497.2;440.72600000000006
"SO - 0006933";"2021-01-09";49;"Export";"USD";"NXH382";290;10;11;2458.9;27047.9;1524.518
"SO - 0009429";"2021-01-09";161;"Export";"USD";"AXW291";397;2;10;1125.6;11256.000000000002;709.128
"SO - 0010633";"2021-01-09";149;"Wholesale";"USD";"AXW291";557;2;9;750.4;6753.599999999999;637.8399999999999
"SO - 0001436";"2021-01-09";154;"Distributor";"USD";"AXW291";310;27;7;877.7;6143.900000000001;649.498
"SO - 0002224";"2021-01-09";170;"Export";"USD";"FLR025";295;29;9;3886.0;34974.0;2020.72
"SO - 0005244";"2021-01-09";20;"Wholesale";"USD";"AXW291";804;18;10;1038.5;10385.0;737.3349999999999
"SO - 0007011";"2021-01-09";140;"Distributor";"USD";"AXW291";309;1;11;3524.2000000000003;38766.2;1515.4060000000002
"SO - 0008117";"2021-01-09";122;"Wholesale";"USD";"AXW291";374;11;11;2452.2000000000003;26974.200000000004;1986.2820000000004
"SO - 0008092";"2021-01-09";52;"Wholesale";"USD";"AXW291";400;5;7;1038.5;7269.5;498.48
"SO - 000529";"2021-01-09";169;"Export";"USD";"AXW291";838;26;10;3966.4;39664.0;2776.48
"SO - 0003304";"2021-01-09";90;"Wholesale";"USD";"AXW291";408;25;12;1051.9;12622.8;778.4060000000001
"SO - 0003674";"2021-01-09";64;"Wholesale";"USD";"NXH382";721;26;8;737.0;5896.0;405.35
"SO - 0005087";"2021-01-09";142;"Wholesale";"USD";"GUT930";656;4;7;1159.1;8113.700000000001;718.642
"SO - 0008090";"2021-01-09";33;"Wholesale";"USD";"AXW291";405;25;10;1072.0;10720.0;804.0
"SO - 000256";"2021-01-09";172;"Wholesale";"USD";"GUT930";946;27;9;1782.2;16039.8;980.2100000000002
"SO - 0001102";"2021-01-09";87;"Wholesale";"USD";"NXH382";643;22;5;2291.4;11457.0;1603.98
"SO - 0001362";"2021-01-09";48;"Wholesale";"USD";"NXH382";514;25;12;1132.3;13587.6;520.858
"SO - 0004220";"2021-01-09";79;"Export";"USD";"AXW291";223;8;7;2673.3;18713.1;1122.786
"SO - 0004722";"2021-01-09";84;"Distributor";"USD";"GUT930";580;12;6;1045.2;6271.200000000001;867.516
"SO - 0005205";"2021-01-09";65;"Wholesale";"USD";"AXW291";745;8;11;2378.5;26163.5;1403.3149999999998
"SO - 0007482";"2021-01-09";23;"Wholesale";"USD";"AXW291";455;20;7;3068.6;21480.2;2454.88
"SO - 0006661";"2021-01-10";115;"Wholesale";"USD";"AXW291";900;17;6;3370.1;20220.6;2257.967
"SO - 0006737";"2021-01-10";175;"Wholesale";"USD";"AXW291";282;2;6;1206.0;7236.0;964.8
"SO - 0008500";"2021-01-10";114;"Wholesale";"USD";"AXW291";665;8;12;6559.3;78711.6;3279.65
"SO - 0010559";"2021-01-10";73;"Distributor";"USD";"AXW291";886;10;7;1902.8;13319.6;1065.568
"SO - 0001824";"2021-01-10";159;"Wholesale";"USD";"AXW291";280;7;5;1031.8;5159.0;691.306
"SO - 0004948";"2021-01-10";111;"Wholesale";"USD";"AXW291";367;19;5;3953.0;19765.0;2648.51
"SO - 0007729";"2021-01-10";86;"Wholesale";"USD";"FLR025";15;11;8;1909.5;15276.0;916.56
"SO - 0008005";"2021-01-10";34;"Distributor";"USD";"AXW291";294;15;11;2847.5;31322.5;1395.275
"SO - 0008271";"2021-01-10";48;"Wholesale";"USD";"NXH382";980;14;5;1058.6;5293.000000000001;698.6760000000002
"SO - 000227";"2021-01-10";123;"Wholesale";"USD";"GUT930";758;15;6;750.4;4502.4;360.19199999999995
"SO - 0001946";"2021-01-10";86;"Distributor";"USD";"AXW291";578;13;7;797.3000000000001;5581.1;518.2450000000001
"SO - 0006139";"2021-01-10";74;"Distributor";"USD";"AXW291";603;15;7;3865.9;27061.3;1700.996
"SO - 0006192";"2021-01-10";49;"Export";"USD";"AXW291";267;20;7;2458.9;17212.3;1032.738
"SO - 0006716";"2021-01-10";131;"Distributor";"USD";"AXW291";506;26;8;207.7;1661.6;93.465
"SO - 0007171";"2021-01-10";114;"Wholesale";"USD";"AXW291";790;1;5;5621.3;28106.5;3260.354
"SO - 0007723";"2021-01-10";55;"Wholesale";"USD";"AXW291";854;25;8;2854.2000000000003;22833.6;1712.5200000000002
"SO - 0010485";"2021-01-10";66;"Export";"USD";"NXH382";93;26;6;1005.0;6030.0;633.15
"SO - 0009811";"2021-01-10";39;"Wholesale";"USD";"AXW291";540;26;9;958.1;8622.9;699.413
"SO - 0009486";"2021-01-10";60;"Wholesale";"USD";"AXW291";414;27;5;1976.5;9882.5;1600.965
"SO - 0001997";"2021-01-10";23;"Distributor";"USD";"FLR025";74;15;11;2010.0;22110.0;864.3
"SO - 0003761";"2021-01-10";175;"Wholesale";"USD";"AXW291";450;30;10;174.20000000000002;1742.0000000000002;116.714
"SO - 0005394";"2021-01-10";37;"Wholesale";"USD";"FLR025";696;13;5;1232.8;6164.0;715.0239999999999
"SO - 0005736";"2021-01-10";129;"Export";"USD";"AXW291";497;14;5;180.9;904.5;86.832
"SO - 0007661";"2021-01-10";131;"Export";"USD";"GUT930";405;30;5;5031.7;25158.5;4226.628
"SO - 0008881";"2021-01-10";116;"Distributor";"USD";"NXH382";941;25;9;1206.0;10854.0;747.72
"SO - 0004548";"2021-01-10";39;"Export";"USD";"AXW291";980;20;6;6277.900000000001;37667.4;4143.414000000001
"SO - 0009226";"2021-01-10";7;"Distributor";"USD";"NXH382";589;1;5;1125.6;5628.000000000001;686.6160000000001
"SO - 0001068";"2021-01-10";64;"Export";"USD";"FLR025";530;10;11;924.6;10170.6;656.466
"SO - 0003629";"2021-01-10";56;"Distributor";"USD";"GUT930";612;3;12;1045.2;12542.4;606.216
"SO - 0004841";"2021-01-10";113;"Wholesale";"USD";"AXW291";89;5;8;3845.8;30766.4;2384.396
"SO - 0005511";"2021-01-10";65;"Wholesale";"USD";"GUT930";184;18;12;2331.6;27979.2;1445.592
"SO - 0005781";"2021-01-10";73;"Wholesale";"USD";"AXW291";283;8;8;2291.4;18331.2;1260.2700000000002
"SO - 0007945";"2021-01-10";36;"Distributor";"USD";"AXW291";19;15;11;2559.4;28153.4;1970.738
"SO - 0010067";"2021-01-10";49;"Export";"USD";"NXH382";152;10;11;2458.9;27047.9;1524.518
"SO - 0009461";"2021-01-10";171;"Wholesale";"USD";"AXW291";419;3;6;4013.3;24079.800000000003;2929.7090000000003
"SO - 0009472";"2021-01-10";57;"Wholesale";"USD";"NXH382";546;14;7;3979.8;27858.6;3144.0420000000004
"SO - 0009797";"2021-01-10";28;"Distributor";"USD";"FLR025";556;17;11;964.8;10612.8;646.416
"SO - 0002801";"2021-01-11";9;"Distributor";"USD";"AXW291";778;29;6;1031.8;6190.799999999999;412.72
"SO - 0005813";"2021-01-11";106;"Wholesale";"USD";"AXW291";43;13;7;1159.1;8113.700000000001;788.1880000000001
"SO - 0007632";"2021-01-11";33;"Distributor";"USD";"AXW291";404;10;10;3939.6;39396.0;1851.612
"SO - 0008224";"2021-01-11";29;"Distributor";"USD";"GUT930";59;9;12;227.8;2733.6000000000004;159.46
"SO - 0009382";"2021-01-11";40;"Wholesale";"USD";"GUT930";311;13;11;1728.6;19014.6;1175.448
"SO - 0004793";"2021-01-11";152;"Distributor";"USD";"AXW291";601;16;12;1795.6;21547.2;897.8000000000001
"SO - 0005520";"2021-01-11";22;"Distributor";"USD";"AXW291";516;15;8;998.3;7986.400000000001;848.5550000000001
"SO - 0006055";"2021-01-11";134;"Wholesale";"USD";"AXW291";594;26;7;2968.1;20776.7;1869.903
"SO - 0008646";"2021-01-11";113;"Wholesale";"USD";"GUT930";328;5;5;1849.2;9246.0;1128.012
"SO - 0001576";"2021-01-11";99;"Wholesale";"USD";"GUT930";905;8;9;3906.1;35154.9;2538.965
"SO - 0001878";"2021-01-11";1;"Distributor";"USD";"NXH382";767;28;6;1835.8;11014.8;1083.1219999999998
"SO - 0002020";"2021-01-11";79;"Wholesale";"USD";"GUT930";573;26;11;2572.8;28300.800000000003;1852.416
"SO - 0002914";"2021-01-11";175;"Wholesale";"USD";"AXW291";430;5;10;3551.0;35510.0;2414.6800000000003
"SO - 0003543";"2021-01-11";70;"Wholesale";"USD";"NXH382";729;15;9;2780.5;25024.5;1445.86
"SO - 0003779";"2021-01-11";54;"Wholesale";"USD";"GUT930";163;23;8;1715.2;13721.6;1011.968
"SO - 0006288";"2021-01-11";95;"Distributor";"USD";"AXW291";60;6;9;1038.5;9346.5;571.1750000000001
"SO - 0006341";"2021-01-11";29;"Export";"USD";"AXW291";243;26;10;3926.2;39262.0;2826.864
"SO - 0010686";"2021-01-11";77;"Wholesale";"USD";"AXW291";755;1;5;4006.6;20033.0;2043.366
"SO - 000693";"2021-01-11";47;"Wholesale";"USD";"FLR025";947;18;5;5567.7;27838.5;3229.266
"SO - 0001686";"2021-01-11";31;"Distributor";"USD";"NXH382";344;18;9;1976.5;17788.5;1264.96
"SO - 0002814";"2021-01-11";28;"Wholesale";"USD";"NXH382";681;26;7;1701.8;11912.6;748.792
"SO - 0003273";"2021-01-11";117;"Wholesale";"USD";"FLR025";788;15;5;871.0;4355.0;679.38
"SO - 0004250";"2021-01-11";79;"Wholesale";"USD";"GUT930";36;24;11;3939.6;43335.6;1812.216
"SO - 0006429";"2021-01-11";166;"Wholesale";"USD";"AXW291";791;25;7;1159.1;8113.700000000001;672.278
"SO - 0009035";"2021-01-11";3;"Wholesale";"USD";"AXW291";482;14;7;3021.7000000000003;21151.9;1843.237
"SO - 0001223";"2021-01-11";103;"Wholesale";"USD";"NXH382";206;25;9;1092.1;9828.9;524.2080000000001
"SO - 0002052";"2021-01-11";119;"Export";"USD";"GUT930";600;1;8;241.2;1929.6;101.304
"SO - 0004022";"2021-01-11";30;"Distributor";"USD";"AXW291";905;26;8;1876.0;15008.0;1482.04
"SO - 0004272";"2021-01-11";13;"Wholesale";"USD";"FLR025";941;26;11;2257.9;24836.9;1196.687
"SO - 0007715";"2021-01-11";170;"Wholesale";"USD";"AXW291";651;2;10;6224.3;62243.0;3672.337
"SO - 0007930";"2021-01-11";135;"Wholesale";"USD";"AXW291";15;15;9;1045.2;9406.8;512.148
"SO - 0002821";"2021-01-11";30;"Wholesale";"USD";"NXH382";659;25;6;1936.3;11617.8;1103.6909999999998
"SO - 0002893";"2021-01-11";78;"Wholesale";"USD";"AXW291";960;25;9;1688.4;15195.6;861.0840000000001
"SO - 0003162";"2021-01-11";168;"Wholesale";"USD";"NXH382";10;26;11;1909.5;21004.5;1451.22
"SO - 0004124";"2021-01-11";165;"Wholesale";"USD";"AXW291";949;26;9;221.1;1989.9;134.87099999999998
"SO - 0006559";"2021-01-11";1;"Wholesale";"USD";"AXW291";74;17;8;1118.9;8951.2;615.3950000000001
"SO - 0008130";"2021-01-11";137;"Export";"USD";"AXW291";292;25;10;2338.3;23383.0;1099.001
"SO - 000992";"2021-01-12";31;"Export";"USD";"AXW291";580;13;7;3912.8;27389.6;2778.088
"SO - 0010649";"2021-01-12";148;"Wholesale";"USD";"FLR025";804;2;6;1782.2;10693.2;1051.498
"SO - 0009852";"2021-01-12";12;"Export";"USD";"FLR025";41;20;8;917.9;7343.2;541.5609999999999
"SO - 000542";"2021-01-12";158;"Distributor";"USD";"AXW291";55;1;7;1132.3;7926.099999999999;871.871
"SO - 000964";"2021-01-12";50;"Wholesale";"USD";"AXW291";562;19;10;268.0;2680.0;123.28
"SO - 0002743";"2021-01-12";27;"Wholesale";"USD";"AXW291";314;16;12;3879.3;46551.600000000006;3142.233
"SO - 0005736";"2021-01-12";129;"Export";"USD";"AXW291";411;14;5;180.9;904.5;86.832
"SO - 0006639";"2021-01-12";128;"Wholesale";"USD";"AXW291";508;26;5;1025.1;5125.500000000001;717.57
"SO - 0006721";"2021-01-12";31;"Wholesale";"USD";"AXW291";730;26;8;3477.3;27818.4;1947.288
"SO - 0007082";"2021-01-12";109;"Wholesale";"USD";"AXW291";449;7;8;3711.8;29694.4;2375.552
